lane_id,distance_tier,date,day_of_week,is_weekend,is_holiday,is_peak_season,weather_risk_score,total_shipments,scanned_shipments,delayed_shipments,delay_rate,_shock_active_ground_truth
MEM-LAX,long,2025-01-04,5,1,0,0,0.2572,689,672,34,0.0506,0
MEM-LAX,long,2025-01-05,6,1,0,0,0.1858,563,545,34,0.0624,0
MEM-LAX,long,2025-01-06,0,0,0,0,0.3278,1123,1096,57,0.052,0
MEM-LAX,long,2025-01-07,1,0,0,0,0.1011,1256,1231,68,0.0552,0
MEM-LAX,long,2025-01-08,2,0,0,0,0.1011,1090,1052,63,0.0599,0
MEM-LAX,long,2025-01-09,3,0,0,0,0.2765,1127,1099,53,0.0482,0
MEM-LAX,long,2025-01-10,4,0,0,0,0.0824,1060,1030,60,0.0583,0
MEM-LAX,long,2025-01-11,5,1,0,0,0.1046,687,674,41,0.0608,0
MEM-LAX,long,2025-01-12,6,1,0,0,0.291,561,545,30,0.055,0
MEM-LAX,long,2025-01-13,0,0,0,0,0.0167,1173,1154,66,0.0572,0
MEM-LAX,long,2025-01-14,1,0,0,0,0.1967,1489,1448,80,0.0552,0
MEM-LAX,long,2025-01-15,2,0,0,0,0.0,1301,1265,50,0.0395,0
MEM-LAX,long,2025-01-16,3,0,0,0,0.1986,1135,1110,67,0.0604,0
MEM-LAX,long,2025-01-17,4,0,0,0,0.3012,1326,1279,64,0.05,0
MEM-LAX,long,2025-01-18,5,1,0,0,0.0605,583,571,43,0.0753,0
MEM-LAX,long,2025-01-19,6,1,0,0,0.3191,605,586,32,0.0546,0
MEM-LAX,long,2025-01-20,0,0,0,0,0.3347,1177,1154,57,0.0494,0
MEM-LAX,long,2025-01-21,1,0,0,0,0.2674,1335,1302,77,0.0591,0
MEM-LAX,long,2025-01-22,2,0,0,0,0.1653,1109,1081,53,0.049,0
MEM-LAX,long,2025-01-23,3,0,0,0,0.0,1322,1280,71,0.0555,0
MEM-LAX,long,2025-01-24,4,0,0,0,0.4167,1276,1231,68,0.0552,0
MEM-LAX,long,2025-01-25,5,1,0,0,0.008,536,526,22,0.0418,0
MEM-LAX,long,2025-01-26,6,1,0,0,0.2859,606,595,32,0.0538,0
MEM-LAX,long,2025-01-27,0,0,0,0,0.1056,1157,1136,58,0.0511,0
MEM-LAX,long,2025-01-28,1,0,0,0,0.0,1000,963,49,0.0509,0
MEM-LAX,long,2025-01-29,2,0,0,0,0.0456,1335,1313,78,0.0594,0
MEM-LAX,long,2025-01-30,3,0,0,0,0.2583,1188,1171,67,0.0572,0
MEM-LAX,long,2025-01-31,4,0,0,0,0.2592,1214,1173,40,0.0341,0
MEM-LAX,long,2025-02-01,5,1,0,0,0.085,694,668,37,0.0554,0
MEM-LAX,long,2025-02-02,6,1,0,0,0.3148,612,596,32,0.0537,0
MEM-LAX,long,2025-02-03,0,0,0,0,0.2741,1085,1055,46,0.0436,0
MEM-LAX,long,2025-02-04,1,0,0,0,0.105,1060,1046,56,0.0535,0
MEM-LAX,long,2025-02-05,2,0,0,0,0.125,1139,1123,49,0.0436,0
MEM-LAX,long,2025-02-06,3,0,0,0,0.2591,1212,1175,57,0.0485,0
MEM-LAX,long,2025-02-07,4,0,0,0,0.0864,1098,1081,51,0.0472,0
MEM-LAX,long,2025-02-08,5,1,0,0,0.0289,643,626,31,0.0495,0
MEM-LAX,long,2025-02-09,6,1,0,0,0.0089,666,644,43,0.0668,0
MEM-LAX,long,2025-02-10,0,0,0,0,0.1982,1089,1055,44,0.0417,0
MEM-LAX,long,2025-02-11,1,0,0,0,0.0696,1341,1293,55,0.0425,0
MEM-LAX,long,2025-02-12,2,0,0,0,0.2283,1170,1139,58,0.0509,0
MEM-LAX,long,2025-02-13,3,0,0,0,0.0,1301,1254,60,0.0478,0
MEM-LAX,long,2025-02-14,4,0,0,0,0.4984,1088,1071,51,0.0476,0
MEM-LAX,long,2025-02-15,5,1,0,0,0.1103,585,569,45,0.0791,0
MEM-LAX,long,2025-02-16,6,1,0,0,0.3423,639,624,47,0.0753,0
MEM-LAX,long,2025-02-17,0,0,0,0,0.209,1209,1178,53,0.045,0
MEM-LAX,long,2025-02-18,1,0,0,0,0.1636,1036,1018,49,0.0481,0
MEM-LAX,long,2025-02-19,2,0,0,0,0.2755,1023,996,38,0.0382,0
MEM-LAX,long,2025-02-20,3,0,0,0,0.064,1287,1251,62,0.0496,0
MEM-LAX,long,2025-02-21,4,0,0,0,0.1225,1165,1129,55,0.0487,0
MEM-LAX,long,2025-02-22,5,1,0,0,0.2221,712,697,46,0.066,0
MEM-LAX,long,2025-02-23,6,1,0,0,0.1199,671,651,33,0.0507,0
MEM-LAX,long,2025-02-24,0,0,0,0,0.2832,988,964,42,0.0436,0
MEM-LAX,long,2025-02-25,1,0,0,0,0.198,1355,1327,71,0.0535,0
MEM-LAX,long,2025-02-26,2,0,0,0,0.253,1147,1119,60,0.0536,0
MEM-LAX,long,2025-02-27,3,0,0,0,0.4912,1114,1091,54,0.0495,0
MEM-LAX,long,2025-02-28,4,0,0,0,0.2571,1308,1274,54,0.0424,0
MEM-LAX,long,2025-03-01,5,1,0,0,0.3377,579,565,33,0.0584,0
MEM-LAX,long,2025-03-02,6,1,0,0,0.1927,675,658,38,0.0578,0
MEM-LAX,long,2025-03-03,0,0,0,0,0.1371,1148,1131,42,0.0371,0
MEM-LAX,long,2025-03-04,1,0,0,0,0.0618,1387,1343,70,0.0521,0
MEM-LAX,long,2025-03-05,2,0,0,0,0.3079,1244,1203,64,0.0532,0
MEM-LAX,long,2025-03-06,3,0,0,0,0.0,996,966,58,0.06,0
MEM-LAX,long,2025-03-07,4,0,0,0,0.0328,1050,1026,56,0.0546,0
MEM-LAX,long,2025-03-08,5,1,0,0,0.7392,573,560,125,0.2232,1
MEM-LAX,long,2025-03-09,6,1,0,0,0.616,626,607,134,0.2208,1
MEM-LAX,long,2025-03-10,0,0,0,0,0.0908,1172,1151,50,0.0434,0
MEM-LAX,long,2025-03-11,1,0,0,0,0.1365,1315,1280,69,0.0539,0
MEM-LAX,long,2025-03-12,2,0,0,0,0.1053,1342,1300,67,0.0515,0
MEM-LAX,long,2025-03-13,3,0,0,0,0.0338,1166,1130,59,0.0522,0
MEM-LAX,long,2025-03-14,4,0,0,0,0.1383,1096,1058,62,0.0586,0
MEM-LAX,long,2025-03-15,5,1,0,0,0.0834,673,653,38,0.0582,0
MEM-LAX,long,2025-03-16,6,1,0,0,0.2025,601,585,20,0.0342,0
MEM-LAX,long,2025-03-17,0,0,0,0,0.0273,1019,993,49,0.0493,0
MEM-LAX,long,2025-03-18,1,0,0,0,0.3313,1169,1150,68,0.0591,0
MEM-LAX,long,2025-03-19,2,0,0,0,0.1809,1363,1322,61,0.0461,0
MEM-LAX,long,2025-03-20,3,0,0,0,0.0,1300,1255,52,0.0414,0
MEM-LAX,long,2025-03-21,4,0,0,0,0.0235,963,944,34,0.036,0
MEM-LAX,long,2025-03-22,5,1,0,0,0.2139,672,660,36,0.0545,0
MEM-LAX,long,2025-03-23,6,1,0,0,0.3232,787,761,40,0.0526,0
MEM-LAX,long,2025-03-24,0,0,0,0,0.2278,1219,1190,54,0.0454,0
MEM-LAX,long,2025-03-25,1,0,0,0,0.0,1052,1013,51,0.0503,0
MEM-LAX,long,2025-03-26,2,0,0,0,0.167,1213,1186,57,0.0481,0
MEM-LAX,long,2025-03-27,3,0,0,0,0.0,1057,1039,64,0.0616,0
MEM-LAX,long,2025-03-28,4,0,0,0,0.1375,1376,1346,58,0.0431,0
MEM-LAX,long,2025-03-29,5,1,0,0,0.2647,753,726,43,0.0592,0
MEM-LAX,long,2025-03-30,6,1,0,0,0.1788,616,599,40,0.0668,0
MEM-LAX,long,2025-03-31,0,0,0,0,0.1594,1245,1227,56,0.0456,0
MEM-LAX,long,2025-04-01,1,0,0,0,0.2044,1238,1212,57,0.047,0
MEM-LAX,long,2025-04-02,2,0,0,0,0.1789,1275,1235,56,0.0453,0
MEM-LAX,long,2025-04-03,3,0,0,0,0.8503,1169,1131,162,0.1432,1
MEM-LAX,long,2025-04-04,4,0,0,0,0.3404,1086,1058,56,0.0529,0
MEM-LAX,long,2025-04-05,5,1,0,0,0.3346,672,662,51,0.077,0
MEM-LAX,long,2025-04-06,6,1,0,0,0.0,639,622,37,0.0595,0
MEM-LAX,long,2025-04-07,0,0,0,0,0.0719,1206,1161,58,0.05,0
MEM-LAX,long,2025-04-08,1,0,0,0,0.0,1169,1153,57,0.0494,0
MEM-LAX,long,2025-04-09,2,0,0,0,0.3217,1097,1075,47,0.0437,0
MEM-LAX,long,2025-04-10,3,0,0,0,0.2591,1202,1158,46,0.0397,0
MEM-LAX,long,2025-04-11,4,0,0,0,0.107,1238,1208,63,0.0522,0
MEM-LAX,long,2025-04-12,5,1,0,0,0.1878,676,651,47,0.0722,0
MEM-LAX,long,2025-04-13,6,1,0,0,0.0402,678,669,47,0.0703,0
MEM-LAX,long,2025-04-14,0,0,0,0,0.1859,1250,1232,53,0.043,0
MEM-LAX,long,2025-04-15,1,0,0,0,0.2169,1254,1207,69,0.0572,0
MEM-LAX,long,2025-04-16,2,0,0,0,0.0,1004,983,55,0.056,0
MEM-LAX,long,2025-04-17,3,0,0,0,0.3342,1078,1064,53,0.0498,0
MEM-LAX,long,2025-04-18,4,0,0,0,0.2845,1130,1112,48,0.0432,0
MEM-LAX,long,2025-04-19,5,1,0,0,0.617,639,630,103,0.1635,1
MEM-LAX,long,2025-04-20,6,1,0,0,0.9634,742,724,189,0.261,1
MEM-LAX,long,2025-04-21,0,0,0,0,0.1722,1126,1111,54,0.0486,0
MEM-LAX,long,2025-04-22,1,0,0,0,0.0565,1251,1234,86,0.0697,0
MEM-LAX,long,2025-04-23,2,0,0,0,0.1051,1327,1292,67,0.0519,0
MEM-LAX,long,2025-04-24,3,0,0,0,0.1907,1164,1134,52,0.0459,0
MEM-LAX,long,2025-04-25,4,0,0,0,0.1701,1198,1170,51,0.0436,0
MEM-LAX,long,2025-04-26,5,1,0,0,0.3405,839,818,52,0.0636,0
MEM-LAX,long,2025-04-27,6,1,0,0,0.1119,661,640,37,0.0578,0
MEM-LAX,long,2025-04-28,0,0,0,0,0.2397,1245,1215,62,0.051,0
MEM-LAX,long,2025-04-29,1,0,0,0,0.2684,1232,1195,60,0.0502,0
MEM-LAX,long,2025-04-30,2,0,0,0,0.1384,1220,1177,65,0.0552,0
MEM-LAX,long,2025-05-01,3,0,0,0,0.0927,1251,1217,52,0.0427,0
MEM-LAX,long,2025-05-02,4,0,0,0,0.3063,1167,1137,57,0.0501,0
MEM-LAX,long,2025-05-03,5,1,0,0,0.1051,682,672,52,0.0774,0
MEM-LAX,long,2025-05-04,6,1,0,0,0.1783,667,659,42,0.0637,0
MEM-LAX,long,2025-05-05,0,0,0,0,0.074,1167,1129,59,0.0523,0
MEM-LAX,long,2025-05-06,1,0,0,0,0.0,1291,1255,65,0.0518,0
MEM-LAX,long,2025-05-07,2,0,0,0,0.2387,1080,1043,49,0.047,0
MEM-LAX,long,2025-05-08,3,0,0,0,0.1096,1471,1437,70,0.0487,0
MEM-LAX,long,2025-05-09,4,0,0,0,0.0688,1213,1194,64,0.0536,0
MEM-LAX,long,2025-05-10,5,1,0,0,0.279,626,603,36,0.0597,0
MEM-LAX,long,2025-05-11,6,1,0,0,0.2765,617,599,40,0.0668,0
MEM-LAX,long,2025-05-12,0,0,0,0,0.2575,1170,1128,62,0.055,0
MEM-LAX,long,2025-05-13,1,0,0,0,0.2847,1110,1086,68,0.0626,0
MEM-LAX,long,2025-05-14,2,0,0,0,0.2864,1028,1015,55,0.0542,0
MEM-LAX,long,2025-05-15,3,0,0,0,0.1372,1197,1154,65,0.0563,0
MEM-LAX,long,2025-05-16,4,0,0,0,0.2295,1405,1373,58,0.0422,0
MEM-LAX,long,2025-05-17,5,1,0,0,0.0,663,652,40,0.0613,0
MEM-LAX,long,2025-05-18,6,1,0,0,0.0,672,655,37,0.0565,0
MEM-LAX,long,2025-05-19,0,0,0,0,0.3484,1273,1246,68,0.0546,0
MEM-LAX,long,2025-05-20,1,0,0,0,0.2226,1098,1080,58,0.0537,0
MEM-LAX,long,2025-05-21,2,0,0,0,0.1136,1182,1154,55,0.0477,0
MEM-LAX,long,2025-05-22,3,0,0,0,0.0682,1191,1159,57,0.0492,0
MEM-LAX,long,2025-05-23,4,0,0,0,0.0616,1340,1316,57,0.0433,0
MEM-LAX,long,2025-05-24,5,1,0,0,0.043,479,473,30,0.0634,0
MEM-LAX,long,2025-05-25,6,1,0,0,0.2342,636,625,43,0.0688,0
MEM-LAX,long,2025-05-26,0,0,0,0,0.1948,1068,1042,53,0.0509,0
MEM-LAX,long,2025-05-27,1,0,0,0,0.1109,1155,1119,50,0.0447,0
MEM-LAX,long,2025-05-28,2,0,0,0,0.2783,1227,1200,50,0.0417,0
MEM-LAX,long,2025-05-29,3,0,0,0,0.0879,1314,1282,63,0.0491,0
MEM-LAX,long,2025-05-30,4,0,0,0,0.4283,1024,990,54,0.0545,0
MEM-LAX,long,2025-05-31,5,1,0,0,0.2278,492,475,22,0.0463,0
MEM-LAX,long,2025-06-01,6,1,0,0,0.2247,617,603,27,0.0448,0
MEM-LAX,long,2025-06-02,0,0,0,0,0.0,1065,1030,57,0.0553,0
MEM-LAX,long,2025-06-03,1,0,0,0,0.2263,1116,1102,47,0.0426,0
MEM-LAX,long,2025-06-04,2,0,0,0,0.2704,1185,1143,51,0.0446,0
MEM-LAX,long,2025-06-05,3,0,0,0,0.1524,1233,1204,57,0.0473,0
MEM-LAX,long,2025-06-06,4,0,0,0,0.3001,1161,1133,38,0.0335,0
MEM-LAX,long,2025-06-07,5,1,0,0,0.181,780,758,49,0.0646,0
MEM-LAX,long,2025-06-08,6,1,0,0,0.0185,656,645,46,0.0713,0
MEM-LAX,long,2025-06-09,0,0,0,0,0.1876,1205,1180,52,0.0441,0
MEM-LAX,long,2025-06-10,1,0,0,0,0.0,1549,1494,66,0.0442,0
MEM-LAX,long,2025-06-11,2,0,0,0,0.0825,1223,1179,57,0.0483,0
MEM-LAX,long,2025-06-12,3,0,0,0,0.3788,1139,1111,46,0.0414,0
MEM-LAX,long,2025-06-13,4,0,0,0,0.1262,938,911,39,0.0428,0
MEM-LAX,long,2025-06-14,5,1,0,0,0.1882,790,764,48,0.0628,0
MEM-LAX,long,2025-06-15,6,1,0,0,0.2401,589,576,39,0.0677,0
MEM-LAX,long,2025-06-16,0,0,0,0,0.1543,942,927,39,0.0421,0
MEM-LAX,long,2025-06-17,1,0,0,0,0.0709,1208,1175,66,0.0562,0
MEM-LAX,long,2025-06-18,2,0,0,0,0.2175,1155,1138,72,0.0633,0
MEM-LAX,long,2025-06-19,3,0,0,0,0.0,1188,1164,61,0.0524,0
MEM-LAX,long,2025-06-20,4,0,0,0,0.19,1262,1218,67,0.055,0
MEM-LAX,long,2025-06-21,5,1,0,0,0.1868,768,744,51,0.0685,0
MEM-LAX,long,2025-06-22,6,1,0,0,0.142,603,586,31,0.0529,0
MEM-LAX,long,2025-06-23,0,0,0,0,0.0509,996,982,48,0.0489,0
MEM-LAX,long,2025-06-24,1,0,0,0,0.1648,1046,1013,56,0.0553,0
MEM-LAX,long,2025-06-25,2,0,0,0,0.1822,1128,1099,55,0.05,0
MEM-LAX,long,2025-06-26,3,0,0,0,0.0975,1293,1245,60,0.0482,0
MEM-LAX,long,2025-06-27,4,0,0,0,0.1826,1119,1096,42,0.0383,0
MEM-LAX,long,2025-06-28,5,1,0,0,0.1942,623,601,49,0.0815,0
MEM-LAX,long,2025-06-29,6,1,0,0,0.0245,683,659,39,0.0592,0
MEM-LAX,long,2025-06-30,0,0,0,0,0.1609,1108,1086,58,0.0534,0
MEM-LAX,long,2025-07-01,1,0,0,0,0.1805,1287,1268,63,0.0497,0
MEM-LAX,long,2025-07-02,2,0,0,0,0.3403,1354,1304,72,0.0552,0
MEM-LAX,long,2025-07-03,3,0,0,0,0.2964,1194,1153,54,0.0468,0
MEM-LAX,long,2025-07-04,4,0,1,0,0.2956,337,326,12,0.0368,0
MEM-LAX,long,2025-07-05,5,1,0,0,0.0973,711,697,41,0.0588,0
MEM-LAX,long,2025-07-06,6,1,0,0,0.0034,644,634,41,0.0647,0
MEM-LAX,long,2025-07-07,0,0,0,0,0.1716,1124,1104,54,0.0489,0
MEM-LAX,long,2025-07-08,1,0,0,0,0.2334,1222,1206,45,0.0373,0
MEM-LAX,long,2025-07-09,2,0,0,0,0.0,1372,1354,66,0.0487,0
MEM-LAX,long,2025-07-10,3,0,0,0,0.0989,1171,1136,63,0.0555,0
MEM-LAX,long,2025-07-11,4,0,0,0,0.1511,1391,1353,82,0.0606,0
MEM-LAX,long,2025-07-12,5,1,0,0,0.2885,642,624,35,0.0561,0
MEM-LAX,long,2025-07-13,6,1,0,0,0.032,611,594,39,0.0657,0
MEM-LAX,long,2025-07-14,0,0,0,0,0.0593,1127,1094,52,0.0475,0
MEM-LAX,long,2025-07-15,1,0,0,0,0.0148,1289,1259,68,0.054,0
MEM-LAX,long,2025-07-16,2,0,0,0,0.2005,1137,1102,39,0.0354,0
MEM-LAX,long,2025-07-17,3,0,0,0,0.0931,1176,1146,54,0.0471,0
MEM-LAX,long,2025-07-18,4,0,0,0,0.1609,963,948,44,0.0464,0
MEM-LAX,long,2025-07-19,5,1,0,0,0.1129,712,688,48,0.0698,0
MEM-LAX,long,2025-07-20,6,1,0,0,0.7267,702,684,124,0.1813,1
MEM-LAX,long,2025-07-21,0,0,0,0,0.5595,1026,993,193,0.1944,1
MEM-LAX,long,2025-07-22,1,0,0,0,0.2901,1181,1137,62,0.0545,0
MEM-LAX,long,2025-07-23,2,0,0,0,0.4822,1231,1208,198,0.1639,1
MEM-LAX,long,2025-07-24,3,0,0,0,0.9213,1297,1280,179,0.1398,1
MEM-LAX,long,2025-07-25,4,0,0,0,0.6504,1300,1256,247,0.1967,1
MEM-LAX,long,2025-07-26,5,1,0,0,0.0,741,714,61,0.0854,0
MEM-LAX,long,2025-07-27,6,1,0,0,0.079,565,547,33,0.0603,0
MEM-LAX,long,2025-07-28,0,0,0,0,0.264,1343,1300,64,0.0492,0
MEM-LAX,long,2025-07-29,1,0,0,0,0.1142,1204,1171,65,0.0555,0
MEM-LAX,long,2025-07-30,2,0,0,0,0.2367,1481,1437,87,0.0605,0
MEM-LAX,long,2025-07-31,3,0,0,0,0.1446,1105,1065,56,0.0526,0
MEM-LAX,long,2025-08-01,4,0,0,0,0.1022,1212,1171,53,0.0453,0
MEM-LAX,long,2025-08-02,5,1,0,0,0.1166,579,567,35,0.0617,0
MEM-LAX,long,2025-08-03,6,1,0,0,0.2408,694,681,44,0.0646,0
MEM-LAX,long,2025-08-04,0,0,0,0,0.1872,1137,1107,60,0.0542,0
MEM-LAX,long,2025-08-05,1,0,0,0,0.1931,1210,1186,67,0.0565,0
MEM-LAX,long,2025-08-06,2,0,0,0,0.3028,1181,1155,54,0.0468,0
MEM-LAX,long,2025-08-07,3,0,0,0,0.0252,1453,1425,74,0.0519,0
MEM-LAX,long,2025-08-08,4,0,0,0,0.0,979,961,49,0.051,0
MEM-LAX,long,2025-08-09,5,1,0,0,0.0915,573,565,32,0.0566,0
MEM-LAX,long,2025-08-10,6,1,0,0,0.1998,695,681,36,0.0529,0
MEM-LAX,long,2025-08-11,0,0,0,0,0.2015,1042,1021,42,0.0411,0
MEM-LAX,long,2025-08-12,1,0,0,0,0.0165,1032,1012,48,0.0474,0
MEM-LAX,long,2025-08-13,2,0,0,0,0.0,1094,1073,62,0.0578,0
MEM-LAX,long,2025-08-14,3,0,0,0,0.1386,1049,1023,61,0.0596,0
MEM-LAX,long,2025-08-15,4,0,0,0,0.0721,1194,1151,64,0.0556,0
MEM-LAX,long,2025-08-16,5,1,0,0,0.1618,619,605,59,0.0975,0
MEM-LAX,long,2025-08-17,6,1,0,0,0.163,680,663,38,0.0573,0
MEM-LAX,long,2025-08-18,0,0,0,0,0.0699,1091,1066,61,0.0572,0
MEM-LAX,long,2025-08-19,1,0,0,0,0.2082,1321,1273,75,0.0589,0
MEM-LAX,long,2025-08-20,2,0,0,0,0.005,1193,1177,59,0.0501,0
MEM-LAX,long,2025-08-21,3,0,0,0,0.1416,995,976,45,0.0461,0
MEM-LAX,long,2025-08-22,4,0,0,0,0.1432,1452,1403,58,0.0413,0
MEM-LAX,long,2025-08-23,5,1,0,0,0.0,745,721,38,0.0527,0
MEM-LAX,long,2025-08-24,6,1,0,0,0.1477,609,589,50,0.0849,0
MEM-LAX,long,2025-08-25,0,0,0,0,0.1102,1128,1088,65,0.0597,0
MEM-LAX,long,2025-08-26,1,0,0,0,0.5899,1207,1182,178,0.1506,1
MEM-LAX,long,2025-08-27,2,0,0,0,0.5043,1129,1110,191,0.1721,1
MEM-LAX,long,2025-08-28,3,0,0,0,0.6985,1150,1117,204,0.1826,1
MEM-LAX,long,2025-08-29,4,0,0,0,0.2544,1223,1191,65,0.0546,0
MEM-LAX,long,2025-08-30,5,1,0,0,0.1872,764,738,48,0.065,0
MEM-LAX,long,2025-08-31,6,1,0,0,0.2314,742,729,43,0.059,0
MEM-LAX,long,2025-09-01,0,0,0,0,0.1047,1203,1172,59,0.0503,0
MEM-LAX,long,2025-09-02,1,0,0,0,0.334,1039,1008,44,0.0437,0
MEM-LAX,long,2025-09-03,2,0,0,0,0.1779,1160,1117,65,0.0582,0
MEM-LAX,long,2025-09-04,3,0,0,0,0.0,1292,1247,64,0.0513,0
MEM-LAX,long,2025-09-05,4,0,0,0,0.9051,1191,1167,210,0.1799,1
MEM-LAX,long,2025-09-06,5,1,0,0,0.791,711,693,168,0.2424,1
MEM-LAX,long,2025-09-07,6,1,0,0,0.0706,694,669,51,0.0762,0
MEM-LAX,long,2025-09-08,0,0,0,0,0.1409,1237,1202,63,0.0524,0
MEM-LAX,long,2025-09-09,1,0,0,0,0.1977,1362,1322,60,0.0454,0
MEM-LAX,long,2025-09-10,2,0,0,0,0.1358,1085,1055,49,0.0464,0
MEM-LAX,long,2025-09-11,3,0,0,0,0.3249,1225,1207,62,0.0514,0
MEM-LAX,long,2025-09-12,4,0,0,0,0.1557,1064,1036,41,0.0396,0
MEM-LAX,long,2025-09-13,5,1,0,0,0.0989,654,639,40,0.0626,0
MEM-LAX,long,2025-09-14,6,1,0,0,0.3041,606,595,38,0.0639,0
MEM-LAX,long,2025-09-15,0,0,0,0,0.2343,1230,1187,57,0.048,0
MEM-LAX,long,2025-09-16,1,0,0,0,0.0567,1226,1185,67,0.0565,0
MEM-LAX,long,2025-09-17,2,0,0,0,0.1046,1235,1207,52,0.0431,0
MEM-LAX,long,2025-09-18,3,0,0,0,0.1136,1223,1187,53,0.0447,0
MEM-LAX,long,2025-09-19,4,0,0,0,0.0262,1152,1112,69,0.0621,0
MEM-LAX,long,2025-09-20,5,1,0,0,0.0529,588,576,32,0.0556,0
MEM-LAX,long,2025-09-21,6,1,0,0,0.1286,736,719,37,0.0515,0
MEM-LAX,long,2025-09-22,0,0,0,0,0.113,1099,1064,62,0.0583,0
MEM-LAX,long,2025-09-23,1,0,0,0,0.322,975,944,46,0.0487,0
MEM-LAX,long,2025-09-24,2,0,0,0,0.8586,1142,1126,147,0.1306,1
MEM-LAX,long,2025-09-25,3,0,0,0,1.0,1192,1154,188,0.1629,1
MEM-LAX,long,2025-09-26,4,0,0,0,0.6557,1343,1316,217,0.1649,1
MEM-LAX,long,2025-09-27,5,1,0,0,0.0791,736,716,51,0.0712,0
MEM-LAX,long,2025-09-28,6,1,0,0,0.0473,678,662,45,0.068,0
MEM-LAX,long,2025-09-29,0,0,0,0,0.0887,1358,1337,73,0.0546,0
MEM-LAX,long,2025-09-30,1,0,0,0,0.1114,1185,1148,55,0.0479,0
MEM-LAX,long,2025-10-01,2,0,0,0,0.0571,1028,1003,57,0.0568,0
MEM-LAX,long,2025-10-02,3,0,0,0,0.3423,1208,1182,54,0.0457,0
MEM-LAX,long,2025-10-03,4,0,0,0,0.1581,1360,1329,60,0.0451,0
MEM-LAX,long,2025-10-04,5,1,0,0,0.1365,569,550,29,0.0527,0
MEM-LAX,long,2025-10-05,6,1,0,0,0.12,636,623,47,0.0754,0
MEM-LAX,long,2025-10-06,0,0,0,0,0.0408,1399,1357,68,0.0501,0
MEM-LAX,long,2025-10-07,1,0,0,0,0.2038,1032,1001,38,0.038,0
MEM-LAX,long,2025-10-08,2,0,0,0,0.4095,1176,1158,58,0.0501,0
MEM-LAX,long,2025-10-09,3,0,0,0,0.1322,1279,1234,62,0.0502,0
MEM-LAX,long,2025-10-10,4,0,0,0,0.1394,1283,1253,59,0.0471,0
MEM-LAX,long,2025-10-11,5,1,0,0,0.0,860,829,58,0.07,0
MEM-LAX,long,2025-10-12,6,1,0,0,0.0,578,569,39,0.0685,0
MEM-LAX,long,2025-10-13,0,0,0,0,0.2471,1039,1023,63,0.0616,0
MEM-LAX,long,2025-10-14,1,0,0,0,0.2614,1397,1369,84,0.0614,0
MEM-LAX,long,2025-10-15,2,0,0,0,0.325,1241,1218,70,0.0575,0
MEM-LAX,long,2025-10-16,3,0,0,0,0.0649,1198,1164,65,0.0558,0
MEM-LAX,long,2025-10-17,4,0,0,0,0.1042,1149,1115,65,0.0583,0
MEM-LAX,long,2025-10-18,5,1,0,0,0.0,718,699,41,0.0587,0
MEM-LAX,long,2025-10-19,6,1,0,0,0.2026,677,654,38,0.0581,0
MEM-LAX,long,2025-10-20,0,0,0,0,0.1731,1295,1259,74,0.0588,0
MEM-LAX,long,2025-10-21,1,0,0,0,0.3989,1187,1170,51,0.0436,0
MEM-LAX,long,2025-10-22,2,0,0,0,0.2169,1045,1011,53,0.0524,0
MEM-LAX,long,2025-10-23,3,0,0,0,0.3587,1288,1267,72,0.0568,0
MEM-LAX,long,2025-10-24,4,0,0,0,0.3153,1135,1106,56,0.0506,0
MEM-LAX,long,2025-10-25,5,1,0,0,0.0,644,631,32,0.0507,0
MEM-LAX,long,2025-10-26,6,1,0,0,0.0,700,687,48,0.0699,0
MEM-LAX,long,2025-10-27,0,0,0,0,0.23,1201,1177,51,0.0433,0
MEM-LAX,long,2025-10-28,1,0,0,0,0.0,1378,1339,59,0.0441,0
MEM-LAX,long,2025-10-29,2,0,0,0,0.1626,1258,1242,61,0.0491,0
MEM-LAX,long,2025-10-30,3,0,0,0,0.089,1269,1228,53,0.0432,0
MEM-LAX,long,2025-10-31,4,0,0,0,0.2707,1121,1100,68,0.0618,0
MEM-LAX,long,2025-11-01,5,1,0,0,0.0999,638,620,40,0.0645,0
MEM-LAX,long,2025-11-02,6,1,0,0,0.0763,649,636,43,0.0676,0
MEM-LAX,long,2025-11-03,0,0,0,0,0.3119,1284,1236,67,0.0542,0
MEM-LAX,long,2025-11-04,1,0,0,0,0.1818,1079,1065,55,0.0516,0
MEM-LAX,long,2025-11-05,2,0,0,0,0.1617,992,962,46,0.0478,0
MEM-LAX,long,2025-11-06,3,0,0,0,0.3009,1116,1099,48,0.0437,0
MEM-LAX,long,2025-11-07,4,0,0,0,0.0973,1354,1336,73,0.0546,0
MEM-LAX,long,2025-11-08,5,1,0,0,0.2696,631,617,38,0.0616,0
MEM-LAX,long,2025-11-09,6,1,0,0,0.2475,631,608,30,0.0493,0
MEM-LAX,long,2025-11-10,0,0,0,0,0.045,1115,1098,76,0.0692,0
MEM-LAX,long,2025-11-11,1,0,1,0,0.086,332,322,13,0.0404,0
MEM-LAX,long,2025-11-12,2,0,0,0,0.1168,951,932,55,0.059,0
MEM-LAX,long,2025-11-13,3,0,0,0,0.277,1155,1127,51,0.0453,0
MEM-LAX,long,2025-11-14,4,0,0,0,0.1,1112,1075,63,0.0586,0
MEM-LAX,long,2025-11-15,5,1,0,0,0.0462,672,659,44,0.0668,0
